racepctblack,racePctWhite,racePctAsian,pctUrban,pctWFarmSelf,pctWInvInc,pctWPubAsst,pctWRetire,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctUnemployed,PctEmplManu,PctEmplProfServ,PctOccupManu,MalePctNevMarr,NumImmig,PersPerRentOccHous,PctHousLess3BR,MedNumBR,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
0.0,0.9629629629629629,0.11111111111111112,1.0,0.0,0.49999999999999994,0.35294117647058826,0.929411764705882,0.11764705882352941,0.717391304347826,0.5072463768115942,0.4166666666666667,0.6901408450704226,0.15384615384615385,0.2465753424657534,0.6590909090909092,0.2575757575757575,0.6987951807228916,0.5614035087719298,0.0,0.3676470588235294,0.4492753623188406,1.0,0.9000000000000001,0.0,0.44186046511627897,0.3229166666666667,0.14814814814814814,0.5357142857142857,0.5972222222222222,0.7023809523809523,0.9125000000000002,0.0,0.617283950617284,0.853658536585366,0.831168831168831,0.8656716417910448,0.0,0.7906976744186047,0.25,0.14285714285714288
0.5,0.6296296296296297,0.027777777777777776,0.0,0.38571428571428573,0.338235294117647,0.5000000000000001,0.6588235294117646,0.32352941176470584,0.19565217391304346,0.1884057971014493,0.2833333333333334,0.32394366197183105,0.46153846153846145,0.1917808219178082,0.36363636363636365,0.7272727272727273,0.6024096385542169,0.40350877192982465,0.0,0.3676470588235294,0.4782608695652175,1.0,0.6833333333333333,0.23404255319148937,0.6511627906976744,0.41666666666666674,0.6049382716049382,0.42857142857142855,0.3888888888888888,0.21428571428571427,0.3375,1.0,0.691358024691358,0.4268292682926829,0.3506493506493506,0.5074626865671642,0.5,0.186046511627907,0.03571428571428571,0.2
0.02,0.8703703703703703,0.3055555555555555,0.0,0.8714285714285714,0.35294117647058815,0.5294117647058825,0.34117647058823525,0.2647058823529411,0.19565217391304346,0.1884057971014493,0.48333333333333334,0.4225352112676057,0.7692307692307692,0.5890410958904109,0.25,0.8181818181818181,0.6144578313253013,0.5263157894736843,0.0,0.3970588235294118,0.6666666666666667,0.0,0.7000000000000002,0.29787234042553196,0.36046511627906974,0.41666666666666674,0.5061728395061728,0.6428571428571428,0.5416666666666665,0.2619047619047619,0.45000000000000007,0.0,0.4320987654320988,0.2926829268292683,0.3636363636363636,0.3880597014925373,0.08333333333333334,0.5116279069767442,0.0,0.2
0.04,0.9259259259259257,0.2222222222222222,1.0,0.8571428571428571,0.6176470588235294,0.2647058823529412,0.5411764705882351,0.338235294117647,0.19565217391304346,0.30434782608695654,0.21666666666666667,0.28169014084507044,0.6769230769230768,0.3424657534246575,0.3068181818181818,0.909090909090909,0.3253012048192772,0.9649122807017545,0.2,0.3970588235294118,0.5072463768115942,1.0,0.8833333333333333,0.29787234042553196,0.4999999999999999,0.45833333333333337,0.09876543209876543,0.1607142857142857,0.7499999999999999,0.047619047619047616,0.2125,0.0,0.7777777777777778,0.31707317073170727,0.25974025974025977,0.7462686567164178,0.6666666666666667,0.186046511627907,0.07142857142857142,0.14285714285714288
0.0,0.9999999999999999,0.0,0.81,0.07142857142857144,0.6029411764705883,0.27941176470588236,0.8588235294117645,0.0,0.2608695652173913,0.0,0.05,0.5492957746478874,0.13846153846153844,0.2602739726027397,0.34090909090909094,0.6515151515151516,0.3253012048192772,0.1578947368421053,0.0,0.3235294117647059,0.0,1.0,0.9833333333333334,0.1702127659574468,0.7209302325581395,0.41666666666666674,0.07407407407407407,0.1607142857142857,0.26388888888888884,0.4880952380952381,0.3375,0.0,0.7901234567901233,0.8658536585365855,0.9350649350649349,0.8955223880597014,0.5,0.06976744186046513,0.0,0.0
0.08,0.8703703703703703,0.25,0.0,0.6,0.3235294117647059,0.3823529411764706,0.4352941176470588,0.4117647058823529,0.34782608695652173,0.08695652173913045,0.0,0.28169014084507044,0.4769230769230769,0.3835616438356164,0.840909090909091,0.18181818181818182,0.9638554216867471,0.2631578947368421,0.0,0.4852941176470589,0.5507246376811595,1.0,0.44999999999999996,0.0851063829787234,0.6279069767441859,0.21875,0.6913580246913581,0.23214285714285712,0.20833333333333331,0.2619047619047619,0.19999999999999998,0.0,0.617283950617284,0.5365853658536586,0.7402597402597402,0.7014925373134329,0.16666666666666669,0.27906976744186046,0.03571428571428571,0.17142857142857143
0.0,0.9259259259259257,0.11111111111111112,0.0,0.37142857142857144,0.30882352941176466,0.7058823529411765,0.6588235294117646,0.25,0.2608695652173913,0.39130434782608703,0.5,0.4225352112676057,0.7538461538461537,0.9178082191780821,0.6931818181818183,0.4848484848484848,0.8192771084337349,0.2280701754385966,0.0,0.5882352941176471,0.6231884057971016,0.0,0.75,0.2127659574468085,0.4651162790697674,0.5416666666666667,0.4691358024691358,0.0,0.5555555555555555,0.6428571428571429,0.65,0.0,0.382716049382716,0.3536585365853659,0.5454545454545454,0.4477611940298507,0.08333333333333334,0.3953488372093023,0.03571428571428571,0.7714285714285715
0.66,0.4814814814814813,0.11111111111111112,1.0,0.4714285714285715,0.3823529411764705,0.23529411764705888,0.42352941176470577,0.25,0.0,0.5362318840579711,0.55,0.45070422535211274,0.3692307692307692,0.1643835616438356,0.17045454545454547,0.8333333333333333,0.21686746987951808,0.5087719298245614,0.0,0.5588235294117647,0.30434782608695665,1.0,0.7166666666666668,0.14893617021276598,0.3023255813953488,0.8020833333333334,0.19753086419753085,0.37499999999999994,0.5138888888888888,0.2976190476190476,0.2875,0.0,0.6790123456790123,0.37804878048780494,0.5064935064935063,0.582089552238806,0.5833333333333335,0.13953488372093026,0.03571428571428571,0.14285714285714288
0.02,0.8888888888888887,0.3611111111111111,1.0,0.1,0.5294117647058822,0.14705882352941177,0.5529411764705882,0.0,0.5869565217391305,0.4347826086956522,0.45000000000000007,0.5774647887323944,0.13846153846153844,0.1917808219178082,0.31818181818181823,0.4393939393939394,0.4578313253012049,0.31578947368421056,0.0,0.6617647058823529,0.4057971014492754,1.0,0.9833333333333334,0.23404255319148937,0.36046511627906974,0.65625,0.14814814814814814,0.6249999999999999,0.44444444444444436,0.38095238095238093,0.5625000000000001,0.0,0.41975308641975306,0.5,0.6233766233766234,0.6716417910447761,0.0,0.7674418604651163,0.7142857142857143,0.34285714285714286
0.04,0.9444444444444443,0.11111111111111112,0.83,0.08571428571428572,0.6911764705882353,0.14705882352941177,0.7176470588235293,0.4117647058823529,0.0,0.23188405797101452,0.13333333333333333,0.3661971830985916,0.13846153846153844,0.1506849315068493,0.7045454545454547,0.30303030303030304,0.6265060240963856,0.1578947368421053,0.0,0.19117647058823534,0.42028985507246375,1.0,0.8500000000000001,0.0851063829787234,0.23255813953488372,0.5833333333333335,0.06172839506172839,0.19642857142857142,0.3749999999999999,0.4642857142857143,0.2125,0.0,0.888888888888889,0.6585365853658536,0.8701298701298701,0.8208955223880596,0.5,0.09302325581395349,0.17857142857142858,0.14285714285714288
0.04,0.8888888888888887,0.5555555555555555,1.0,0.5285714285714286,0.8235294117647058,0.14705882352941177,0.7882352941176469,0.6911764705882352,0.0,0.6666666666666669,0.26666666666666666,0.619718309859155,0.13846153846153844,0.0684931506849315,0.25,0.6818181818181817,0.18072289156626506,0.40350877192982465,0.2,0.22058823529411764,0.13043478260869565,1.0,0.9166666666666667,0.0,0.17441860465116277,0.41666666666666674,0.024691358024691357,0.14285714285714285,0.6666666666666666,0.5,0.3125,0.0,0.7777777777777778,0.8902439024390245,0.883116883116883,0.9253731343283582,0.25,0.3953488372093023,0.7499999999999999,0.14285714285714288
0.16,0.8148148148148148,0.27777777777777773,1.0,0.18571428571428572,0.29411764705882354,0.17647058823529413,0.22352941176470587,0.2647058823529411,0.7608695652173912,0.40579710144927544,0.5333333333333333,0.676056338028169,0.29230769230769227,0.3013698630136986,0.1590909090909091,0.30303030303030304,0.27710843373493976,0.36842105263157904,0.6,0.573529411764706,0.6231884057971016,0.0,0.3666666666666666,0.46808510638297873,0.313953488372093,0.8645833333333334,0.2222222222222222,0.4107142857142857,0.5694444444444443,0.8095238095238095,0.11250000000000002,0.0,0.08641975308641975,0.1585365853658537,0.40259740259740256,0.3880597014925373,0.75,0.23255813953488372,0.10714285714285714,0.6285714285714286
0.02,0.9629629629629629,0.1388888888888889,1.0,0.2571428571428571,0.7794117647058825,0.1323529411764706,0.5529411764705882,0.27941176470588236,0.2608695652173913,0.26086956521739135,0.03333333333333333,0.45070422535211274,0.12307692307692307,0.1232876712328767,0.3863636363636364,0.4393939393939394,0.31325301204819284,0.3508771929824562,0.0,0.411764705882353,0.10144927536231887,1.0,0.9666666666666666,0.0,0.18604651162790695,0.5833333333333335,0.037037037037037035,0.19642857142857142,0.31944444444444436,0.33333333333333337,0.2125,0.0,0.8518518518518517,0.7317073170731707,0.9610389610389609,0.9253731343283582,0.25,0.5348837209302326,0.6428571428571428,0.08571428571428572
0.56,0.5555555555555555,0.1388888888888889,1.0,0.17142857142857143,0.338235294117647,0.14705882352941177,0.2705882352941176,0.4852941176470588,0.19565217391304346,0.49275362318840593,0.0,0.5211267605633804,0.12307692307692307,0.0958904109589041,0.7272727272727274,0.2575757575757575,0.4939759036144579,0.2631578947368421,0.0,0.3529411764705883,0.2753623188405797,1.0,0.7333333333333334,0.14893617021276598,0.18604651162790695,0.8229166666666667,0.14814814814814814,0.0,0.11111111111111109,0.41666666666666663,0.0,0.0,0.37037037037037035,0.34146341463414637,0.42857142857142855,0.13432835820895517,0.16666666666666669,0.27906976744186046,0.0,0.2571428571428571
0.02,0.9814814814814813,0.05555555555555555,0.0,0.44285714285714284,0.5588235294117647,0.29411764705882354,0.4941176470588235,0.058823529411764705,0.19565217391304346,0.4202898550724638,0.46666666666666673,0.46478873239436624,0.3076923076923077,0.4931506849315068,0.465909090909091,0.5909090909090908,0.4578313253012049,0.7017543859649125,0.0,0.3088235294117647,0.5797101449275364,1.0,0.7333333333333334,0.06382978723404255,0.2906976744186046,0.3229166666666667,0.3333333333333333,0.33928571428571425,0.847222222222222,0.7261904761904762,0.8375,0.0,0.345679012345679,0.37804878048780494,0.41558441558441556,0.20895522388059695,0.9166666666666667,0.06976744186046513,0.0,0.48571428571428577
0.02,0.5925925925925927,0.16666666666666669,0.0,0.7714285714285715,0.2205882352941177,0.5000000000000001,0.3647058823529411,0.6470588235294117,0.6086956521739131,0.2898550724637682,0.33333333333333337,0.29577464788732394,0.6461538461538461,0.4931506849315068,0.5454545454545455,0.28787878787878785,0.746987951807229,0.3333333333333334,0.2,0.6617647058823529,0.6376811594202898,0.0,0.6666666666666667,0.29787234042553196,0.5813953488372092,0.5625000000000001,0.6172839506172839,0.25,0.4583333333333332,0.44047619047619047,0.2125,0.0,0.33333333333333337,0.34146341463414637,0.5584415584415585,0.4029850746268657,0.16666666666666669,0.3488372093023256,0.10714285714285714,0.37142857142857144
0.06,0.5370370370370371,0.9166666666666667,1.0,0.5428571428571429,0.16176470588235298,0.7647058823529413,0.2705882352941176,0.3676470588235294,0.3260869565217391,0.31884057971014496,0.48333333333333334,0.45070422535211274,0.39999999999999997,0.42465753424657526,0.1590909090909091,0.5303030303030303,0.3734939759036145,0.40350877192982465,0.4,0.6617647058823529,0.5217391304347826,1.0,0.8666666666666667,0.2127659574468085,0.17441860465116277,0.8020833333333334,0.1111111111111111,0.125,0.5972222222222222,0.6666666666666667,0.25,1.0,0.5925925925925926,0.12195121951219512,0.5584415584415585,0.7164179104477613,0.33333333333333337,0.627906976744186,0.17857142857142858,0.48571428571428577
0.06,0.7777777777777778,0.05555555555555555,0.0,0.8,0.30882352941176466,0.29411764705882354,0.3294117647058823,0.42647058823529405,0.3695652173913044,0.11594202898550726,0.48333333333333334,0.619718309859155,0.3384615384615384,0.2191780821917808,0.4318181818181818,0.28787878787878785,0.38554216867469887,0.01754385964912286,0.0,0.5588235294117647,0.20289855072463772,1.0,0.55,0.8723404255319148,0.7209302325581395,0.8437500000000001,0.24691358024691357,0.0,0.6805555555555554,0.5238095238095238,0.25,0.0,0.45679012345679015,0.2926829268292683,0.5324675324675323,0.5671641791044777,0.08333333333333334,0.3023255813953488,0.03571428571428571,0.17142857142857143
0.02,0.9074074074074073,0.41666666666666663,0.91,0.32857142857142857,0.7352941176470589,0.07352941176470588,0.6117647058823528,0.338235294117647,0.13043478260869565,0.6811594202898551,0.48333333333333334,0.5915492957746479,0.061538461538461535,0.0273972602739726,0.18181818181818182,0.37878787878787873,0.3012048192771085,0.17543859649122812,0.0,0.411764705882353,0.2318840579710145,1.0,0.7833333333333332,0.0,0.2790697674418604,0.71875,0.024691358024691357,0.39285714285714285,0.19444444444444442,0.38095238095238093,0.037500000000000006,0.0,0.6543209876543209,0.524390243902439,0.40259740259740256,0.5223880597014925,0.41666666666666674,0.186046511627907,0.07142857142857142,0.2
0.38,0.5925925925925927,0.16666666666666669,1.0,0.5285714285714286,0.4705882352941177,0.14705882352941177,0.5411764705882351,0.30882352941176466,0.47826086956521735,0.2898550724637682,0.5666666666666668,0.6056338028169015,0.26153846153846155,0.1917808219178082,0.10227272727272727,0.5454545454545454,0.2530120481927711,0.1228070175438597,0.0,0.5882352941176471,0.33333333333333337,1.0,0.5166666666666668,0.2127659574468085,0.6976744186046511,0.41666666666666674,0.18518518518518517,0.0,0.31944444444444436,0.39285714285714285,0.26249999999999996,0.0,0.5432098765432098,0.524390243902439,0.7402597402597402,0.7313432835820897,0.0,0.744186046511628,0.0,0.7142857142857143
0.74,0.4259259259259257,0.0,0.0,0.2,0.20588235294117646,0.573529411764706,0.5999999999999998,0.29411764705882354,0.23913043478260868,0.30434782608695654,0.3666666666666667,0.3380281690140845,0.6153846153846154,0.7397260273972602,0.7045454545454547,0.3181818181818182,0.8433734939759036,0.456140350877193,0.0,0.4411764705882354,0.6086956521739132,0.0,0.35,0.1276595744680851,0.6046511627906975,0.10416666666666669,0.5555555555555556,0.25,0.4166666666666666,0.20238095238095238,0.38750000000000007,1.0,0.802469135802469,0.5487804878048781,0.8181818181818181,0.835820895522388,0.25,0.5348837209302326,0.07142857142857142,0.34285714285714286
0.04,0.8148148148148148,0.05555555555555555,0.0,0.32857142857142857,0.05882352941176472,0.8676470588235295,0.7058823529411764,0.20588235294117646,0.13043478260869565,0.13043478260869568,0.18333333333333335,0.3380281690140845,0.9846153846153846,1.0,0.0,0.8636363636363635,0.38554216867469887,0.4912280701754386,0.0,0.6470588235294118,0.5652173913043479,1.0,0.43333333333333335,0.3829787234042553,0.4534883720930232,0.625,0.7901234567901234,0.46428571428571425,0.6527777777777778,0.36904761904761907,0.17500000000000002,0.0,0.49382716049382713,0.4146341463414634,0.5584415584415585,0.4776119402985074,0.16666666666666669,0.186046511627907,0.0,0.7142857142857143
0.16,0.8333333333333334,0.25,0.96,0.21428571428571427,0.5735294117647058,0.2647058823529412,0.6588235294117646,0.4852941176470588,0.41304347826086957,0.49275362318840593,0.6,0.6901408450704226,0.13846153846153844,0.2054794520547945,0.3863636363636364,0.42424242424242425,0.31325301204819284,0.5263157894736843,0.4,0.4411764705882354,0.5797101449275364,1.0,0.7833333333333332,0.2127659574468085,0.5116279069767441,0.34375000000000006,0.08641975308641976,0.39285714285714285,0.5277777777777778,0.6428571428571429,0.30000000000000004,0.5,0.5555555555555556,0.5121951219512195,0.7402597402597402,0.7462686567164178,0.6666666666666667,0.32558139534883723,0.5714285714285714,0.5428571428571429
0.02,0.9814814814814813,0.11111111111111112,0.86,0.5428571428571429,0.6470588235294117,0.14705882352941177,0.4352941176470588,0.0,0.0,0.7101449275362319,0.0,0.7887323943661974,0.061538461538461535,0.3835616438356164,0.42045454545454547,0.42424242424242425,0.2530120481927711,0.4736842105263159,0.0,0.3676470588235294,0.2318840579710145,1.0,0.9166666666666667,0.723404255319149,0.2674418604651162,0.47916666666666674,0.04938271604938271,0.0,0.4027777777777776,0.6547619047619048,0.2875,0.0,0.8271604938271605,0.8048780487804879,0.8181818181818181,0.9402985074626866,0.33333333333333337,0.11627906976744187,0.5,0.08571428571428572
0.02,0.9629629629629629,0.11111111111111112,0.69,0.5285714285714286,0.338235294117647,0.19117647058823534,0.2588235294117646,0.27941176470588236,0.6521739130434782,0.3478260869565218,0.15,0.3943661971830987,0.15384615384615385,0.2054794520547945,0.3068181818181818,0.5909090909090908,0.31325301204819284,0.8421052631578949,0.0,0.4558823529411765,0.5652173913043479,1.0,0.0,0.9148936170212766,0.7790697674418603,0.71875,0.08641975308641976,0.46428571428571425,0.36111111111111105,0.5357142857142857,0.5375,0.0,0.5185185185185185,0.34146341463414637,0.5064935064935063,0.25373134328358204,0.9166666666666667,0.023255813953488365,0.14285714285714285,0.028571428571428574
0.0,0.9444444444444443,0.1388888888888889,0.0,0.3,0.4705882352941177,0.29411764705882354,0.41176470588235287,0.39705882352941174,0.43478260869565216,0.26086956521739135,0.35,0.5352112676056339,0.2153846153846154,0.041095890410958916,0.8750000000000002,0.16666666666666669,0.9879518072289156,0.2631578947368421,0.0,0.3970588235294118,0.4347826086956522,1.0,0.9000000000000001,0.10638297872340426,0.2558139534883721,0.3229166666666667,0.13580246913580246,0.39285714285714285,0.31944444444444436,0.6071428571428571,0.3375,0.0,0.8765432098765432,0.475609756097561,0.7922077922077921,0.8507462686567164,0.08333333333333334,0.6046511627906977,0.03571428571428571,0.14285714285714288
0.02,0.9629629629629629,0.16666666666666669,1.0,0.2571428571428571,0.49999999999999994,0.39705882352941185,0.6823529411764705,0.6029411764705882,0.6739130434782609,0.27536231884057977,0.15,0.8450704225352114,0.2769230769230769,0.2602739726027397,0.18181818181818182,0.46969696969696967,0.3734939759036145,0.5789473684210527,0.2,0.3676470588235294,0.6086956521739132,0.0,0.7833333333333332,0.0851063829787234,0.5581395348837209,0.21875,0.06172839506172839,0.4464285714285714,0.5833333333333333,0.6071428571428571,0.5375,0.0,0.691358024691358,0.5975609756097562,0.7012987012987013,0.6716417910447761,0.25,0.32558139534883723,0.5,0.17142857142857143
0.0,0.9814814814814813,0.05555555555555555,0.0,0.42857142857142855,0.588235294117647,0.5588235294117648,0.4588235294117647,0.07352941176470588,0.2608695652173913,0.5942028985507247,0.38333333333333336,0.4225352112676057,0.4307692307692308,0.2191780821917808,0.8522727272727274,0.6363636363636365,0.8554216867469879,0.6842105263157896,0.0,0.5,0.46376811594202905,1.0,0.9166666666666667,0.1276595744680851,0.2093023255813953,0.13541666666666669,0.2345679012345679,0.9285714285714285,0.20833333333333331,0.4642857142857143,0.5375,0.5,0.7901234567901233,0.5365853658536586,0.4935064935064934,0.6716417910447761,0.16666666666666669,0.32558139534883723,0.14285714285714285,0.1142857142857143
0.0,0.9629629629629629,0.08333333333333333,1.0,0.05714285714285715,0.661764705882353,0.25,0.7411764705882351,0.14705882352941177,0.0,0.7391304347826089,0.46666666666666673,0.5211267605633804,0.1692307692307692,0.32876712328767127,0.6590909090909092,0.5757575757575757,0.5301204819277109,0.21052631578947378,0.0,0.3823529411764706,0.1884057971014493,1.0,0.95,0.19148936170212766,0.5348837209302325,0.45833333333333337,0.12345679012345678,0.0,0.08333333333333333,0.19047619047619047,0.024999999999999994,0.0,0.7283950617283951,0.8048780487804879,0.8961038961038961,0.8955223880597014,0.16666666666666669,0.23255813953488372,0.03571428571428571,0.14285714285714288
0.02,0.9444444444444443,0.11111111111111112,0.0,0.27142857142857146,0.5735294117647058,0.4705882352941177,0.4470588235294117,0.14705882352941177,0.5869565217391305,0.15942028985507248,0.4,0.4084507042253521,0.3692307692307692,0.3424657534246575,0.6590909090909092,0.4393939393939394,0.6987951807228916,0.3859649122807018,0.0,0.3088235294117647,0.49275362318840576,1.0,0.8500000000000001,0.23404255319148937,0.4999999999999999,0.3020833333333333,0.16049382716049382,0.35714285714285715,0.4583333333333332,0.41666666666666663,0.38750000000000007,0.0,0.9012345679012345,0.5609756097560976,0.7662337662337662,0.8656716417910448,0.25,0.5348837209302326,0.14285714285714285,0.4571428571428572
